Date,Open,High,Low,Close,Adj Close,Volume,Adx,Rsi,Sar
2010/3/4,7.474286079,7.532856941,7.451070786,7.52535677,6.491753101,366041200,19.18618183,60.56636796,6.966290501
2010/3/5,7.676428795,7.846428871,7.665357113,7.819643021,6.74561882,899620400,20.87738072,68.85213253,7.022947145
2010/3/8,7.857500076,7.860356808,7.794642925,7.824285984,6.749624729,429889600,22.50172398,68.96293678,7.121764952
2010/3/9,7.796785831,8.035714149,7.781785965,7.965000153,6.871012211,920259200,24.62210449,72.19165722,7.225167812
2010/3/10,7.993928909,8.052857399,7.971428871,8.029999733,6.927083969,596218000,26.64481429,73.55992145,7.354855226
2010/3/11,7.996786118,8.053570747,7.975714207,8.053570747,6.947417736,405700400,28.5254154,74.05839724,7.480495617
2010/3/12,8.12035656,8.133213997,8.0625,8.092857361,6.981308937,416323600,30.53425051,74.90753029,7.595110643
2010/3/15,8.049285889,8.053570747,7.866071224,7.99428606,6.896273613,493502800,30.47593705,68.82073339,7.702731314
2010/3/16,8.006428719,8.034999847,7.946785927,8.01607132,6.915069103,446908000,30.42178884,69.41230458,7.788827851
2010/3/17,8.032142639,8.087499619,7.973928928,8.004285812,6.904901028,450956800,30.6254997,68.6534238,7.85770508
2010/3/18,8.003570557,8.035714149,7.95035696,8.02321434,6.921229362,342109600,30.58733593,69.23518485,7.912806863
2010/3/19,8.028214455,8.044285774,7.901071072,7.9375,6.847288132,559445600,30.07775009,63.48906363,8.133213997
2010/3/22,7.873929024,8.071429253,7.862500191,8.026785851,6.924311638,456419600,29.24098025,66.59880172,8.128571138
2010/3/23,8.058570862,8.170714378,8.003570557,8.155714035,7.035531521,602431200,29.06211103,70.50535637,7.862500191
2010/3/24,8.130000114,8.221428871,8.125356674,8.191785812,7.066648006,597780400,29.17552293,71.50936701,7.862500191
2010/3/25,8.247142792,8.248929024,8.080356598,8.094642639,6.982847691,542284400,28.82766557,65.08398808,7.876857338
2010/3/26,8.176786423,8.283928871,8.162500381,8.246429443,7.113788605,640875200,28.71597377,69.66981157,7.899181639
2010/3/29,8.321429253,8.352499962,8.272143364,8.299642563,7.159692764,540744400,29.00805416,71.10272193,7.929961418
2010/3/30,8.449999809,8.4814291,8.366070747,8.423213959,7.266289234,527310000,29.92070083,74.15613333,7.972215272
2010/3/31,8.410357475,8.450357437,8.373571396,8.392856598,7.240103722,430659600,30.76815846,72.13947598,8.033320931
2010/4/1,8.478928566,8.526070595,8.3125,8.427499771,7.26998806,603145200,31.90198314,73.04049767,8.087093912
2010/4/5,8.39214325,8.518214226,8.384642601,8.517499924,7.347627163,684507600,32.95482035,75.27741581,8.148550647
2010/4/6,8.507143021,8.579999924,8.464285851,8.555000305,7.379975796,447017200,34.21135853,76.16484424,8.20140344
2010/4/7,8.555356979,8.640000343,8.523571014,8.592857361,7.412635326,628502000,35.62926058,77.06005973,8.261978877
2010/4/8,8.587142944,8.626428604,8.501428604,8.569643021,7.392606258,572989200,36.64352135,75.19499997,8.330022741
2010/4/9,8.62250042,8.638929367,8.587857246,8.635356903,7.44929409,334182800,37.64421755,76.8994022,8.38581871
2010/4/12,8.649999619,8.681071281,8.636071205,8.653214455,7.464698792,333026400,38.77185813,77.35476666,8.431571404
2010/4/13,8.637857437,8.67142868,8.611070633,8.658213615,7.469011784,306210800,39.43848174,77.48854915,8.481471379
2010/4/14,8.760000229,8.778928757,8.716786385,8.774642944,7.569449902,404076400,40.57086822,80.39369652,8.52139136
2010/4/15,8.777856827,8.893928528,8.768214226,8.890000343,7.668962002,376784800,42.06178699,82.766712,8.572898839
2010/4/16,8.87749958,8.969285965,8.73392868,8.83571434,7.622131824,750545600,43.68996572,77.98334393,8.637104777
2010/4/19,8.822500229,8.853214264,8.634642601,8.823928833,7.611967564,566924400,43.88803817,76.94367252,8.969285965
2010/4/20,8.876428604,8.901785851,8.677143097,8.735357285,7.535561562,738326400,44.28426416,69.44996212,8.969285965
2010/4/21,9.242856979,9.294643402,9.133213997,9.257857323,7.986294746,982391200,45.82945551,81.12714978,8.634642601
2010/4/22,9.222857475,9.526785851,9.149999619,9.516785622,8.209659576,793424800,47.68250073,84.32471754,8.647842617
2010/4/23,9.571070671,9.720713615,9.535714149,9.672499657,8.343988419,796955600,49.67308826,85.87465525,8.683000346
2010/4/26,9.710000038,9.730713844,9.578213692,9.625,8.303009987,479068800,51.53437739,83.17300783,8.745263143
2010/4/27,9.54535675,9.565713882,9.304286003,9.358571053,8.073177338,709343600,51.01886042,69.891082,8.824099199
2010/4/28,9.401785851,9.428570747,9.157500267,9.342857361,8.059619904,758402400,49.57620645,69.18930503,8.89662837
2010/4/29,9.3935709,9.642856598,9.357500076,9.594285965,8.276514053,558840800,48.86993757,73.73389018,8.963355208
2010/4/30,9.618213654,9.66321373,9.321429253,9.324643135,8.043907166,542463600,47.9875486,63.00137199,9.024743899
2010/5/3,9.422857285,9.56714344,9.388570786,9.512499809,8.205962181,454342000,47.16818741,66.64412147,9.081221495
2010/5/4,9.388929367,9.403214455,9.169643402,9.238571167,7.969660282,723819600,45.06353812,57.7199994,9.133180883
2010/5/5,9.036786079,9.219285965,8.883213997,9.142499924,7.886782169,883103200,41.94723561,54.94128983,9.730713844
2010/5/6,9.065357208,9.223214149,7.116071224,8.794643402,7.586704254,1285860800,42.70962198,46.25781795,9.713763847
2010/5/7,8.703928947,8.806071281,8.043213844,8.423570633,7.266598225,1676018400,43.41755219,39.14953401,9.609856142
2010/5/10,8.9375,9.094642639,8.876070976,9.071070671,7.825162888,984306400,43.09875914,52.78390452,9.510104746
2010/5/11,8.994285583,9.281785965,8.946429253,9.161429405,7.903113365,848906800,42.21856557,54.32203423,9.414343405
2010/5/12,9.258570671,9.397500038,9.239286423,9.360357285,8.074718475,654379600,41.04895567,57.59702035,7.116071224
2010/5/13,9.400713921,9.464285851,9.157142639,9.227143288,7.959800243,599712400,40.11132689,54.76532041,7.1616998
2010/5/14,9.112856865,9.159999847,8.910714149,9.06499958,7.819927216,759362800,39.66809659,51.44969871,7.253803242
2010/5/17,9.096428871,9.14928627,8.846785545,9.079285622,7.832253456,762834800,39.36354203,51.72700522,7.342222547
2010/5/18,9.177857399,9.23392868,8.937856674,9.012857437,7.774949074,782678400,38.77792169,50.28865924,7.427105079
2010/5/19,8.910714149,9.032856941,8.744643211,8.869285583,7.65109396,1025726800,38.58552408,47.23175577,7.50859231
2010/5/20,8.638570786,8.708929062,8.436071396,8.491429329,7.325138092,1282915200,38.90661062,40.29025092,7.586820051
2010/5/21,8.31499958,8.732143402,8.262499809,8.654286385,7.465625286,1223891200,39.45758821,44.10328325,7.661918683
2010/5/24,8.831428528,8.96071434,8.795000076,8.812856674,7.602416039,754238800,39.12046233,47.61130854,7.73401337
2010/5/25,8.548213959,8.812856674,8.470000267,8.757857323,7.554971218,1048006400,39.32204007,46.52076331,7.803224269
2010/5/26,8.931428909,9.00464344,8.705356598,8.718214035,7.520772934,850654000,38.84453909,45.70807636,7.869666733
2010/5/27,8.949999809,9.067500114,8.896785736,9.048213959,7.805446625,666282400,38.18688203,53.05923034,7.933451497
2010/5/28,9.263929367,9.264286041,9.048213959,9.174285889,7.914205551,815614800,36.92016493,55.53617528,7.994684871
2010/6/1,9.274642944,9.497857094,9.248571396,9.315357208,8.035897255,876472800,35.02947321,58.19448015,8.053468911
2010/6/2,9.447856903,9.45714283,9.297499657,9.426786423,8.13202095,688548000,33.27383089,60.21765479,8.140132202
2010/6/3,9.470713615,9.48392868,9.300356865,9.397143364,8.106454849,650106800,31.55741076,59.39417634,8.221595695
2010/6/4,9.221785545,9.353570938,9.093929291,9.141428947,7.885859966,758304400,30.50245215,52.69919646,8.298171379
2010/6/7,9.224642754,9.255356789,8.948213577,8.962142944,7.731198788,886942000,29.87611118,48.56575833,8.370152522
2010/6/8,9.044285774,9.064286232,8.77321434,8.904643059,7.681597233,1000770400,29.69356951,47.28480206,8.437814796
2010/6/9,8.981071472,8.996429443,8.660357475,8.685713768,7.492735386,854630000,29.76927671,42.67004539,8.501417334
2010/6/10,8.744285583,8.963570595,8.649999619,8.946785927,7.717950344,776356000,29.86256041,49.05516144,8.56120372
2010/6/11,8.865357399,9.066429138,8.834643364,9.053929329,7.810377121,545759200,29.50593664,51.44522105,8.617402922
2010/6/14,9.141428947,9.255356789,9.071785927,9.081428528,7.834100723,602960400,28.41105046,52.06678299,8.649999619
2010/6/15,9.130000114,9.280357361,9.125,9.274642944,8.000775337,585074000,27.29605135,56.29971125,8.700871067
2010/6/16,9.324999809,9.5625,9.308214188,9.544643402,8.233694077,783678000,25.46163028,61.42605832,8.748690229
2010/6/17,9.66428566,9.746429443,9.625,9.709643364,8.376030922,872855200,24.33682283,64.19060962,8.81379501
2010/6/18,9.723214149,9.821429253,9.693571091,9.78821373,8.443809509,784621600,23.51737904,65.460049,8.907058454
2010/6/21,9.917499542,9.964642525,9.597499847,9.648928642,8.323656082,776490400,23.17315453,61.3106832,9.01678295
2010/6/22,9.720000267,9.856071472,9.696429253,9.780357361,8.437031746,717262000,22.85351748,63.6519801,9.14948329
2010/6/23,9.806428909,9.809286118,9.567856789,9.677499771,8.348302841,768457200,22.00421537,60.56307815,9.263605583
2010/6/24,9.678570747,9.757143021,9.574999809,9.607143402,8.287608147,714277200,21.2155777,58.47282893,9.361750755
2010/6/25,9.645000458,9.652500153,9.493213654,9.524999619,8.216747284,549942400,20.11971349,56.0408983,9.446155603
2010/6/28,9.533213615,9.633929253,9.447142601,9.58214283,8.266043663,584948000,18.89738909,57.36919542,9.964642525
2010/6/29,9.43285656,9.442500114,9.08214283,9.148928642,7.892328739,1133344800,18.71338799,46.01684112,9.954292526
2010/6/30,9.168213844,9.213213921,8.928929329,8.983214378,7.749376297,739452000,19.0098859,42.54841485,9.919406538
2010/7/1,9.08214283,9.100000381,8.686429024,8.874285698,7.655408859,1022896000,19.93317046,40.39319818,9.859977906
2010/7/2,8.946070671,8.96178627,8.685713768,8.819286346,7.607964039,693842800,20.79232158,39.31047883,9.766093995
2010/7/6,8.964285851,9.028571129,8.791428566,8.87964344,7.660029411,615235600,21.24898464,41.17399201,9.658055973
2010/7/7,8.946070671,9.241786003,8.919643402,9.238213539,7.969350338,654556000,20.66773779,50.83282112,9.560821752
2010/7/8,9.374285698,9.389286041,9.103214264,9.217499733,7.951478481,738144400,19.51266738,50.31882936,9.473310954
2010/7/9,9.174642563,9.282142639,9.112856865,9.272143364,7.998621464,433322400,18.44010199,51.70612282,9.394551235
2010/7/12,9.233214378,9.35178566,9.102143288,9.188928604,7.926836014,562878400,17.14532003,49.44190995,9.389286041
2010/7/13,9.154286385,9.157142639,8.801071167,8.992856979,7.75769043,1190924000,17.06170469,44.49754622,9.35178566
2010/7/14,8.906429291,9.135713577,8.892856598,9.026070595,7.786345482,812047600,16.98406187,45.49194806,9.35178566
2010/7/15,8.865357399,9.177499771,8.83214283,8.98035717,7.746909142,824866000,17.12467772,44.31511752,9.285178471
2010/7/16,9.042142868,9.106071472,8.871786118,8.925000191,7.699158192,1039858400,17.25524958,42.86889539,9.225232
2010/7/19,8.924285889,8.924285889,8.557143211,8.770713806,7.566060543,1024478000,18.39310823,39.04433898,9.177499771
2010/7/20,8.675000191,9.032142639,8.571785927,8.996070862,7.760465622,1074950800,18.87051844,46.54584539,9.106071472
2010/7/21,9.467499733,9.469642639,9.071429253,9.079999924,7.832866669,1185671200,17.60826705,49.06015056,8.557143211
2010/7/22,9.202857018,9.285714149,9.118213654,9.250714302,7.980135441,645318800,16.43617647,53.81840704,8.571785927
2010/7/23,9.181785583,9.299285889,9.152856827,9.283571243,8.008479118,533388800,15.40074494,54.69555472,8.589743061
2010/7/26,9.285714149,9.28928566,9.203928947,9.260000229,7.988143444,420551600,14.43927281,53.90457516,8.607341053
2010/7/27,9.316785812,9.45714283,9.29642868,9.431428909,8.136026382,584771600,14.22691884,58.59445418,8.624587084
2010/7/28,9.416786194,9.499643326,9.294643402,9.319999695,8.039904594,519985200,14.19292264,54.69878752,8.641488195
2010/7/29,9.311071396,9.380356789,9.146429062,9.218214035,7.95209837,643806800,13.44348293,51.34093761,8.675814401
2010/7/30,9.138929367,9.274999619,9.103570938,9.1875,7.925603867,448210000,12.54923305,50.33677526,8.708767558
2010/8/2,9.301428795,9.378213882,9.272143364,9.35178566,8.06731987,428055600,12.17840785,55.36550429,8.740402588
2010/8/3,9.321785927,9.402142525,9.265000343,9.354642868,8.069786072,417653600,11.9396429,55.44999287,8.770772218
2010/8/4,9.387143135,9.438570976,9.296786308,9.39214325,8.102140427,420375200,11.88391458,56.61087143,8.799927062
2010/8/5,9.347499847,9.39928627,9.305356979,9.346428871,8.062703133,289097200,11.83216686,54.7383261,8.827915713
2010/8/6,9.277856827,9.338929176,9.201070786,9.288928986,8.013098717,444897600,11.16459337,52.39092445,8.854784817
2010/8/9,9.338570595,9.362500191,9.270357132,9.348214149,8.064243317,303128000,10.67452384,54.55487305,8.880579158
2010/8/10,9.280357361,9.301786423,9.198213577,9.264642715,7.992149353,451920000,10.03586369,51.03352257,8.905341724
2010/8/11,9.121429443,9.131786346,8.921786308,8.935357094,7.708091736,620054400,10.79598675,40.06118637,9.499643326
2010/8/12,8.810357094,9.03928566,8.789999962,8.992500305,7.757387638,534920400,12.01211419,42.37655086,9.488086185
2010/8/13,8.987500191,8.995714188,8.896071434,8.896429062,7.674508572,354869200,13.14137539,39.60647973,9.460162737
2010/8/16,8.842143059,8.928929329,8.80785656,8.844285965,7.629530907,318430000,14.5268934,38.14888995,9.433356226
2010/8/17,8.931428909,9.093929291,8.899999619,8.998929024,7.762933254,422640400,14.71220828,44.65425406,9.407621975
2010/8/18,9.012857437,9.095356941,8.984999657,9.03821373,7.796819687,339696000,14.87522849,46.20223672,9.382917094
2010/8/19,9.029999733,9.052857399,8.881428719,8.924285889,7.698539257,426706000,15.48902033,42.49059772,9.359200409
2010/8/20,8.906785965,9.068571091,8.892856598,8.915714264,7.691148281,384230000,15.94799953,42.21581095,9.336432391
2010/8/23,8.992500305,9,8.758929253,8.778571129,7.572841167,414041600,16.95166467,37.98335962,9.314575094
2010/8/24,8.666786194,8.678570747,8.52321434,8.568928719,7.391990662,602565600,18.70388964,32.60243799,9.281236344
2010/8/25,8.501428604,8.713929176,8.471428871,8.674642563,7.483185768,596867600,20.48712498,37.41700299,9.220594583
2010/8/26,8.76607132,8.776785851,8.581428528,8.581428528,7.402772427,466505200,21.66513252,35.04009553,9.145678012
2010/8/27,8.633929253,8.664643288,8.412857056,8.629285812,7.444056988,548391200,23.29261827,37.2442804,9.078253098
2010/8/30,8.598570824,8.776785851,8.595713615,8.660714149,7.471169472,383289200,23.99617869,38.71495034,8.998405573
2010/8/31,8.637499809,8.734286308,8.583929062,8.682143211,7.489656925,420786800,24.69141888,39.75169821,8.928139751
2010/9/1,8.838213921,8.980713844,8.795714378,8.940357208,7.712404251,697037600,23.75996636,50.59682788,8.412857056
2010/9/2,8.973570824,9.006071091,8.87749958,9.006071091,7.769092083,415427600,22.75176136,52.91952613,8.424214191
2010/9/3,9.110357285,9.242142677,9.089285851,9.241786003,7.972430706,520788800,21.63312417,60.15583795,8.447488467
2010/9/7,9.165714264,9.268928528,9.151785851,9.207500458,7.942855835,342557600,20.71589968,58.74157323,8.49516772
2010/9/8,9.277856827,9.442500114,9.253570557,9.390000343,8.100291252,526551200,20.60230419,63.64155481,8.557068585
2010/9/9,9.465714455,9.5185709,9.390000343,9.395357132,8.104908943,438575200,20.79004783,63.77753835,8.645611738
2010/9/10,9.399642944,9.446429253,9.33571434,9.407500267,8.115386963,387542400,20.63390212,64.10527324,8.750366837
2010/9/13,9.493571281,9.581428528,9.491429329,9.537142754,8.227219582,388780000,21.02009564,67.48745473,8.842551325
2010/9/14,9.507499695,9.613213539,9.48285675,9.573571205,8.258649826,408150400,21.49831363,68.38878809,8.945994133
2010/9/15,9.577500343,9.656429291,9.565713882,9.650713921,8.325194359,429368800,22.10804963,70.26849551,9.052749238
2010/9/16,9.651429176,9.881071091,9.625,9.87749958,8.520830154,652103200,23.43523313,74.97892424,9.161411648
2010/9/17,9.917499542,9.927143097,9.77428627,9.834643364,8.483860016,634477200,24.8054671,72.63693977,9.305343536
2010/9/20,9.859999657,10.13500023,9.85178566,10.1153574,8.726017952,658677600,26.63733761,77.57738463,9.429703448
2010/9/21,10.13785744,10.26249981,10.09964275,10.1346426,8.742657661,668074400,28.63111045,77.87296082,9.570762804
2010/9/22,10.09678555,10.28499985,10.08607101,10.27678585,8.865275383,585289600,30.53271509,79.96888266,9.709110205
2010/9/23,10.22607136,10.45571423,10.21428585,10.31857109,8.901322365,786116800,32.65730315,80.55206794,9.824288134
2010/9/24,10.43214321,10.48321438,10.37678623,10.43999958,9.006070137,649488000,34.68433806,82.1760722,9.950573352
2010/9/27,10.4992857,10.52607059,10.39321423,10.39857101,8.970332146,482834800,36.65304292,79.72983485,10.05710156
2010/9/28,10.42035675,10.42035675,9.821429253,10.24499989,8.837855339,1035042400,34.90472665,71.26142141,10.52607059
2010/9/29,10.258214,10.35035706,10.21428585,10.26321411,8.853568077,469644000,33.28129011,71.64608409,10.52607059
2010/9/30,10.32142925,10.3571434,10.0446434,10.13392925,8.742042542,673391600,31.00465372,64.99605696,10.51197777
2010/10/1,10.21964264,10.23499966,10.04821396,10.09000015,8.70414257,448142800,28.89063421,62.86103755,10.4981668
2010/10/4,10.05714321,10.10357094,9.92035675,9.951429367,8.584605217,435302000,27.28715133,56.55064421,10.48463205
2010/10/5,10.07142925,10.33749962,10.06499958,10.31928635,8.901938438,501967200,25.88413773,66.23955666,10.47136799
2010/10/6,10.34249973,10.42821407,10.18785667,10.32821369,8.909639359,670868800,24.92683948,66.43517254,10.45836922
2010/10/7,10.36928558,10.3742857,10.24678612,10.32928562,8.910563469,408399600,24.03791967,66.46030204,10.44563042
2010/10/8,10.41821384,10.5178566,10.3571434,10.50249958,9.059987068,658403200,23.76074706,70.32638439,9.821429253
2010/10/11,10.52642918,10.61571407,10.52142906,10.54857063,9.099726677,427753200,23.84830547,71.27481321,9.8353578
2010/10/12,10.55035686,10.69642925,10.44607067,10.66214275,9.197704315,558544000,24.20279566,73.52156394,9.86657205
2010/10/13,10.72142887,10.78428555,10.70714283,10.71928596,9.246999741,630092400,24.81872857,74.59811722,9.916363483
2010/10/14,10.77464294,10.80249977,10.72857094,10.79678631,9.313856125,435296400,25.45032892,76.02201728,9.985797248
2010/10/15,10.97999954,11.25,10.88964272,11.24071407,9.696808815,922194000,27.20984928,82.18291099,10.0674675
2010/10/18,11.37392902,11.3928566,11.22464275,11.3571434,9.797244072,1093010800,29.12333341,83.38843636,10.2093714
2010/10/19,10.83571434,11.2060709,10.71500015,11.05321407,9.535063744,1232784000,28.35306312,70.06192245,10.37505933
2010/10/20,11.03571415,11.22321415,10.95964336,11.09035683,9.567103386,721624400,27.6863322,70.67863263,10.51755095
2010/10/21,11.15571404,11.24071407,10.95714283,11.054286,9.5359869,551460000,27.11964141,69.18805374,10.64009374
2010/10/22,11.03821373,11.0728569,10.93928623,10.98107147,9.472826958,372778000,26.50909251,66.13909878,10.74548054
2010/10/25,11.03892899,11.12857056,11.01571369,11.02999973,9.515036583,392462000,26.12866125,67.17999101,10.83611319
2010/10/26,10.95964336,11.06214333,10.91607094,11.00178623,9.490698814,392929600,25.27189744,65.92159638,10.91405726
2010/10/27,10.98750019,11.06785679,10.91428566,10.99392891,9.483922005,399002800,24.49828261,65.55331998,11.3928566
2010/10/28,10.99821377,11,10.74642944,10.90142918,9.40412426,551051200,22.94842783,61.21748971,11.38328518
2010/10/29,10.8653574,10.92428589,10.74535656,10.7492857,9.272880554,430511200,21.50413925,54.79747963,11.35781095
2010/11/1,10.79357147,10.91428566,10.79285717,10.86357117,9.37146759,423889200,20.16301414,58.33241052,11.32106369
2010/11/2,10.96428585,11.07821369,10.96428585,11.04857063,9.531056404,433930000,19.68410867,63.33134455,11.28652126
2010/11/3,11.12035656,11.17428589,11.01892853,11.17142868,9.637040138,508348400,19.64176443,66.22896327,11.25405138
2010/11/4,11.26607132,11.43500042,11.25107098,11.366786,9.805562973,642488000,20.52608304,70.25412857,10.74535656
2010/11/5,11.35678577,11.41321373,11.3125,11.32607079,9.770443916,361253200,21.34723603,68.42368011,10.75914944
2010/11/8,11.32857132,11.42035675,11.31285667,11.37928581,9.816346169,281758400,22.13426874,69.54071706,10.77266646
2010/11/9,11.46607113,11.47500038,11.2321434,11.28857136,9.738091469,383544000,22.31743608,65.29993765,10.78591314
2010/11/10,11.30857086,11.3846426,11.19821358,11.35821438,9.798171043,384227200,22.25992224,66.9654969,10.81347663
2010/11/11,11.25,11.37142944,11.22321415,11.30892944,9.755655289,361284000,22.20651653,64.60230433,10.83993758
2010/11/12,11.28571415,11.30357075,10.84392929,11.00107098,9.490078926,795846800,21.24354129,52.20835716,11.47500038
2010/11/15,11.01642895,11.09071445,10.9382143,10.96571445,9.459578514,403606000,20.34934999,50.99826038,11.46237896
2010/11/16,10.91857147,10.98571396,10.68999958,10.77107143,9.291672707,657650000,20.55475215,44.83698691,11.45000997
2010/11/17,10.75714302,10.85678577,10.63428593,10.7321434,9.258089066,479449600,20.94828125,43.69987396,11.41960955
2010/11/18,10.89999962,11.05964279,10.88178635,11.01535702,9.50240612,494491200,20.17334159,53.0324485,11.37249013
2010/11/19,10.99892902,11.01428604,10.90142918,10.95464325,9.450028419,384843200,19.45375477,51.07774211,11.32819788
2010/11/22,10.95285702,11.19142914,10.92392921,11.19142914,9.65429306,393075200,18.23681818,57.63602141,11.28656316
2010/11/23,11.08749962,11.13392925,10.94857121,11.02607059,9.511645317,519447600,17.10680563,52.3574389,11.24742653
2010/11/24,11.1428566,11.26428604,11.13392925,11.24285698,9.698659897,413725200,16.67394199,57.81247263,10.63428593
2010/11/26,11.20499992,11.34642887,11.17642879,11.25,9.704815865,237585600,16.63173106,57.98318306,10.64688593
2010/11/29,11.2678566,11.33857059,11.12071419,11.31678581,9.762432098,445785200,16.26324933,59.62809349,10.67486765
2010/11/30,11.1978569,11.22714329,11.10249996,11.11250019,9.586204529,501858000,15.81129582,52.81680185,10.7017301
2010/12/1,11.2596426,11.34821415,11.25,11.30000019,9.747952461,461750800,15.96956722,57.60370472,10.72751805
2010/12/2,11.34035683,11.3928566,11.24607086,11.36250019,9.801867485,462837200,16.31821831,59.09348808,10.76475981
2010/12/3,11.32178593,11.38035679,11.29785728,11.33714294,9.779994011,342092800,16.64196576,58.19992667,10.81500756
2010/12/6,11.38000011,11.51178646,11.37214279,11.43392944,9.863485336,448481600,17.53753003,60.64600828,10.86123548
2010/12/7,11.56428623,11.57107067,11.36142921,11.3646431,9.803715706,391454000,18.61514077,58.02812661,10.92629058
2010/12/8,11.41535664,11.46500015,11.32535744,11.46464252,9.889982224,321935600,19.32321785,60.66711871,11.00366419
2010/12/9,11.50464344,11.5178566,11.3935709,11.42000008,9.851471901,294151200,20.21795302,58.88705818,11.07175297
2010/12/10,11.41607094,11.46607113,11.37857056,11.44857121,9.87611866,262511200,20.91689638,59.70200435,11.13167109
2010/12/13,11.58464336,11.60928631,11.46428585,11.48821354,9.910317421,439815600,22.19518854,60.86124571,11.18439904
